Passager_ID,Date_Heure_Debut_Parcours,Vol,Siege,Porte,Aeroport_Depart,Aeroport_Arrivee,Heure_Decollage,Heure_Atterrissage,Entree_Terminal,Enregistrement,Controle_Securite,Controle_Passeport,Duty_Free,Porte_Embarquement,Recuperation_Bagages,Sortie_Aeroport
P00617,2025-01-09 09:14:00,501m,5A,G2,NCE,JFK,2025-01-09 12:17:32.448425,2025-01-09 20:38:38.785459,5m,28m,21m,16m,46m,30m,40m,8m
P00618,2025-01-27 03:52:00,375m,18D,E22,NCE,LHR,2025-01-27 05:33:48.046184,2025-01-27 11:48:18.612850,2m,14m,16m,15m,21m,19m,25m,13m
P00619,2025-01-28 19:05:00,60m,19E,B9,ORY,LYS,2025-01-28 22:03:36.016732,2025-01-28 23:03:46.475559,9m,17m,19m,8m,31m,49m,32m,13m
P00620,2025-01-13 18:46:00,73m,7C,H20,CDG,LYS,2025-01-13 21:04:59.598823,2025-01-13 22:18:07.039183,4m,14m,17m,5m,35m,18m,21m,19m
P00621,2025-01-24 07:14:00,139m,2E,C25,CDG,BOD,2025-01-24 09:21:03.098562,2025-01-24 11:40:20.531095,4m,12m,40m,4m,23m,33m,22m,15m
P00622,2025-01-05 11:41:00,73m,8E,C4,CDG,BOD,2025-01-05 13:51:14.634219,2025-01-05 15:04:06.600280,8m,10m,32m,5m,20m,14m,23m,16m
P00623,2025-01-11 11:13:00,424m,37F,G20,NCE,JFK,2025-01-11 13:32:57.808399,2025-01-11 20:36:57.532718,6m,13m,41m,17m,24m,24m,33m,10m
P00624,2025-01-18 06:44:00,103m,11B,E27,NCE,ORY,2025-01-18 09:58:26.155917,2025-01-18 11:41:04.659422,18m,9m,65m,5m,32m,23m,IN (11m),
P00625,2025-01-24 08:04:00,119m,15F,B8,CDG,BOD,2025-01-24 10:34:59.940091,2025-01-24 12:33:55.827847,8m,16m,10m,5m,15m,58m,32m,10m
P00626,2025-01-08 01:26:00,401m,34D,E14,ORY,FCO,2025-01-08 03:27:47.114677,2025-01-08 10:09:13.215983,10m,18m,10m,13m,25m,26m,22m,6m
P00627,2025-01-23 20:13:00,497m,14B,D22,LYS,FRA,2025-01-23 23:06:20.238881,2025-01-24 07:23:18.989545,8m,22m,27m,24m,44m,26m,IN (21m),
P00628,2025-01-17 04:59:00,IN (460m),32B,B15,CDG,JFK,2025-01-17 07:22:54.992012,2025-01-17 16:40:26.661631,5m,14m,37m,12m,21m,25m,,
P00629,2025-01-09 17:23:00,308m,12F,D15,BOD,FCO,2025-01-09 21:05:14.474420,2025-01-10 02:13:11.035287,9m,25m,60m,11m,38m,30m,32m,10m
P00630,2025-01-06 17:04:00,655m,36D,D27,ORY,FRA,2025-01-06 20:03:30.587893,2025-01-07 06:58:02.726647,9m,14m,23m,18m,40m,56m,41m,15m
P00631,2025-01-01 19:37:00,389m,8C,G27,LYS,LHR,2025-01-01 22:35:37.919248,2025-01-02 05:04:14.077881,7m,15m,55m,23m,29m,29m,64m,12m
P00632,2025-01-30 04:51:00,379m,14B,C6,LYS,FRA,2025-01-30 06:57:13.653233,2025-01-30 13:16:15.439024,6m,24m,14m,8m,26m,19m,22m,7m
P00633,2025-01-06 10:36:00,78m,35E,B19,BOD,NCE,2025-01-06 12:46:53.585185,2025-01-06 14:04:30.355070,6m,10m,21m,5m,27m,33m,IN (7m),
P00634,2025-01-02 02:43:00,65m,3B,C13,BOD,ORY,2025-01-02 04:35:20.403253,2025-01-02 05:40:02.920388,4m,14m,18m,3m,20m,29m,17m,10m
P00635,2025-01-25 09:27:00,368m,34B,E6,BOD,MAD,2025-01-25 12:55:09.728501,2025-01-25 19:02:57.772576,18m,26m,24m,16m,31m,63m,30m,7m
P00636,2025-01-22 04:26:00,178m,4F,G17,CDG,ORY,2025-01-22 06:27:49.648172,2025-01-22 09:25:49.419215,5m,7m,15m,8m,23m,21m,11m,10m
P00637,2025-01-22 19:30:00,76m,29A,B12,NCE,ORY,2025-01-22 22:03:28.590011,2025-01-22 23:19:16.400783,11m,10m,20m,5m,31m,55m,IN (8m),
P00638,2025-01-13 15:12:00,380m,39E,C22,LYS,LHR,2025-01-13 17:26:30.077883,2025-01-13 23:46:16.890052,4m,23m,16m,9m,18m,19m,28m,7m
P00639,2025-01-12 16:52:00,IN (41m),13C,G16,ORY,NCE,2025-01-12 19:36:40.599415,2025-01-12 20:50:52.074485,8m,15m,27m,4m,23m,52m,,
P00640,2025-01-09 01:45:00,238m,1E,G29,BOD,FCO,2025-01-09 03:50:22.484014,2025-01-09 07:48:26.216071,7m,15m,24m,7m,14m,27m,26m,7m
P00641,2025-01-24 13:31:00,381m,20C,B25,BOD,MAD,2025-01-24 15:25:32.530904,2025-01-24 21:46:38.788697,5m,7m,25m,8m,19m,18m,41m,9m
P00642,2025-01-01 21:28:00,281m,1E,A4,BOD,AMS,2025-01-01 23:49:26.268533,2025-01-02 04:29:59.233030,6m,17m,28m,11m,24m,13m,12m,10m
P00643,2025-01-20 01:10:00,318m,15E,F22,ORY,JFK,2025-01-20 03:00:25.120534,2025-01-20 08:18:03.216256,10m,15m,18m,12m,14m,24m,41m,10m
P00644,2025-01-21 20:28:00,88m,5C,G24,LYS,BOD,2025-01-21 23:23:39.505903,2025-01-22 00:52:00.108171,7m,12m,16m,8m,33m,53m,9m,7m
P00645,2025-01-21 07:24:00,51m,23B,A9,BOD,LYS,2025-01-21 09:55:17.958135,2025-01-21 10:46:18.004750,5m,15m,11m,3m,22m,76m,15m,11m
P00646,2025-01-15 13:53:00,,14C,C6,LYS,MAD,2025-01-15 15:36:26.363398,2025-01-16 01:03:11.339260,4m,23m,IN (8m),,,,,
P00647,2025-01-16 18:22:00,95m,37C,G26,NCE,CDG,2025-01-16 21:09:50.116248,2025-01-16 22:45:19.764017,7m,30m,18m,7m,16m,40m,19m,7m
P00648,2025-01-18 14:56:00,384m,6A,B21,CDG,LHR,2025-01-18 16:49:54.166170,2025-01-18 23:13:44.225232,6m,12m,17m,9m,13m,40m,14m,7m
P00649,2025-01-15 07:32:00,297m,30D,G21,ORY,JFK,2025-01-15 09:52:57.372954,2025-01-15 14:49:57.297277,5m,28m,17m,20m,19m,30m,26m,7m
P00650,2025-01-23 14:26:00,429m,19D,F3,BOD,AMS,2025-01-23 16:32:33.276117,2025-01-23 23:41:27.327758,5m,19m,19m,7m,13m,36m,15m,9m
P00651,2025-01-21 02:47:00,64m,15B,G22,BOD,NCE,2025-01-21 05:25:41.482116,2025-01-21 06:29:52.498164,8m,10m,38m,3m,23m,33m,26m,8m
P00652,2025-01-20 17:12:00,58m,5E,H22,NCE,LYS,2025-01-20 19:46:45.848894,2025-01-20 20:45:12.387694,10m,20m,30m,2m,17m,52m,32m,13m
P00653,2025-01-13 11:42:00,107m,23D,A23,BOD,CDG,2025-01-13 13:27:15.531376,2025-01-13 15:14:07.449139,6m,11m,36m,5m,15m,18m,20m,5m
P00654,2025-01-01 18:06:00,451m,29A,H2,CDG,DXB,2025-01-01 20:31:30.719776,2025-01-02 04:02:02.080864,14m,18m,23m,18m,22m,36m,37m,26m
P00655,2025-01-18 09:13:00,515m,13C,F12,NCE,DXB,2025-01-18 12:03:37.699863,2025-01-18 20:38:17.258947,13m,28m,39m,20m,29m,31m,59m,11m
P00656,2025-01-07 11:11:00,70m,10D,H1,LYS,BOD,2025-01-07 13:35:00.341044,2025-01-07 14:45:10.508256,11m,16m,16m,5m,21m,39m,19m,8m
P00657,2025-01-01 03:23:00,432m,39D,F22,CDG,JFK,2025-01-01 06:08:12.261826,2025-01-01 13:19:49.619057,5m,25m,31m,20m,23m,22m,34m,7m
P00658,2025-01-22 13:28:00,505m,34D,F21,CDG,LHR,2025-01-22 16:20:15.076104,2025-01-23 00:45:05.991793,10m,29m,35m,17m,24m,35m,25m,12m
P00659,2025-01-29 01:39:00,385m,27B,C9,NCE,AMS,2025-01-29 03:26:01.921303,2025-01-29 09:51:08.365387,6m,12m,30m,16m,17m,16m,33m,8m
P00660,2025-01-29 14:00:00,278m,20E,D9,NCE,LHR,2025-01-29 16:09:16.426959,2025-01-29 20:47:21.901199,7m,14m,20m,12m,14m,30m,53m,11m
P00661,2025-01-24 10:05:00,305m,36E,H29,BOD,FCO,2025-01-24 12:12:42.511548,2025-01-24 17:18:11.092885,9m,21m,16m,19m,14m,18m,43m,9m
P00662,2025-01-06 00:56:00,82m,24E,F21,CDG,ORY,2025-01-06 02:56:55.798565,2025-01-06 04:19:04.109902,8m,8m,19m,8m,14m,30m,28m,9m
P00663,2025-01-25 15:10:00,50m,36C,C23,CDG,BOD,2025-01-25 17:01:11.780462,2025-01-25 17:51:21.710547,9m,17m,14m,4m,17m,16m,14m,7m
P00664,2025-01-11 20:14:00,59m,33D,C25,CDG,NCE,2025-01-11 22:49:55.021556,2025-01-11 23:48:57.075912,17m,13m,11m,4m,33m,37m,16m,10m
P00665,2025-01-24 09:02:00,57m,19D,E24,NCE,BOD,2025-01-24 11:33:40.608475,2025-01-24 12:30:46.654514,8m,15m,18m,4m,22m,68m,21m,11m
P00666,2025-01-16 09:41:00,442m,4C,H7,NCE,MAD,2025-01-16 12:12:14.100418,2025-01-16 19:34:29.940534,7m,20m,26m,16m,18m,44m,35m,IN (2m)
P00667,2025-01-27 11:26:00,75m,10D,G15,CDG,BOD,2025-01-27 13:18:20.348542,2025-01-27 14:33:31.034301,13m,10m,16m,6m,21m,29m,16m,15m
P00668,2025-01-29 06:28:00,357m,37E,B16,CDG,LHR,2025-01-29 09:24:36.823168,2025-01-29 15:21:23.163659,7m,12m,56m,16m,28m,26m,69m,5m
P00669,2025-01-09 21:48:00,111m,10C,D10,LYS,ORY,2025-01-09 23:44:18.997161,2025-01-10 01:35:15.884051,4m,20m,16m,4m,15m,24m,42m,10m
P00670,2025-01-28 07:44:00,435m,27D,C18,LYS,FRA,2025-01-28 09:55:03.578465,2025-01-28 17:09:50.983297,7m,10m,12m,14m,14m,28m,33m,6m
P00671,2025-01-22 15:54:00,411m,33D,C22,BOD,FRA,2025-01-22 17:41:02.242427,2025-01-23 00:31:37.839287,4m,12m,12m,11m,23m,18m,25m,11m
P00672,2025-01-28 04:31:00,273m,20D,H9,ORY,DXB,2025-01-28 06:59:57.532688,2025-01-28 11:32:44.222916,11m,10m,27m,14m,18m,31m,51m,11m
P00673,2025-01-26 01:01:00,447m,18B,H23,CDG,FRA,2025-01-26 02:52:07.936460,2025-01-26 10:19:01.038312,6m,20m,22m,9m,17m,25m,31m,9m
P00674,2025-01-30 17:31:00,401m,15C,C11,ORY,FRA,2025-01-30 20:21:37.381834,2025-01-31 03:02:12.353654,8m,15m,45m,11m,29m,28m,22m,17m
P00675,2025-01-09 06:45:00,74m,18E,G10,CDG,ORY,2025-01-09 09:15:50.246098,2025-01-09 10:30:19.207310,8m,15m,26m,3m,28m,21m,26m,16m
P00676,2025-01-23 03:19:00,537m,2D,A20,NCE,MAD,2025-01-23 05:18:34.259278,2025-01-23 14:15:58.560684,9m,12m,14m,12m,14m,24m,27m,8m
P00677,2025-01-29 08:35:00,,31F,A26,LYS,CDG,2025-01-29 12:07:12.633080,2025-01-29 13:46:44.744171,8m,IN (4m),,,,,,
P00678,2025-01-24 15:50:00,107m,19E,D28,ORY,CDG,2025-01-24 18:10:00.670100,2025-01-24 19:57:17.508131,5m,13m,42m,4m,16m,38m,14m,7m
P00679,2025-01-30 02:25:00,282m,23D,H14,BOD,AMS,2025-01-30 04:12:42.684549,2025-01-30 08:54:47.224374,6m,20m,18m,7m,18m,23m,28m,4m
P00680,2025-01-17 11:50:00,,31C,E15,NCE,DXB,2025-01-17 14:03:20.322159,2025-01-17 20:21:14.930366,6m,16m,17m,26m,17m,IN (9m),,
P00681,2025-01-10 21:40:00,420m,21A,D4,BOD,AMS,2025-01-11 00:12:08.779266,2025-01-11 07:12:24.630743,8m,33m,20m,13m,20m,45m,24m,10m
P00682,2025-01-22 07:48:00,345m,5E,B30,NCE,AMS,2025-01-22 10:17:27.967477,2025-01-22 16:02:04.636779,20m,21m,20m,9m,37m,28m,39m,IN (3m)
P00683,2025-01-01 09:14:00,431m,32B,F19,BOD,DXB,2025-01-01 11:27:39.172578,2025-01-01 18:38:20.080439,10m,11m,14m,21m,41m,21m,31m,9m
P00684,2025-01-28 06:11:00,81m,18C,C25,CDG,LYS,2025-01-28 08:34:15.691258,2025-01-28 09:55:28.521667,8m,14m,33m,4m,15m,28m,15m,6m
P00685,2025-01-29 08:14:00,79m,36D,F22,NCE,CDG,2025-01-29 10:01:55.562737,2025-01-29 11:20:51.669740,7m,6m,18m,5m,29m,18m,16m,12m
P00686,2025-01-28 14:27:00,119m,20B,C27,NCE,BOD,2025-01-28 16:10:52.291047,2025-01-28 18:09:53.917833,5m,15m,23m,4m,22m,11m,15m,11m
P00687,2025-01-06 04:12:00,807m,30D,B5,LYS,DXB,2025-01-06 06:40:04.991690,2025-01-06 20:06:50.472715,6m,19m,28m,13m,12m,26m,50m,3m
P00688,2025-01-29 03:26:00,67m,10E,F8,LYS,ORY,2025-01-29 05:42:08.131204,2025-01-29 06:49:32.642497,4m,18m,11m,3m,15m,53m,8m,6m
P00689,2025-01-27 13:20:00,73m,32B,H6,BOD,LYS,2025-01-27 15:19:49.440275,2025-01-27 16:32:25.612903,5m,10m,12m,3m,17m,31m,11m,4m
P00690,2025-01-01 09:20:00,483m,23D,H28,CDG,DXB,2025-01-01 11:49:00.802699,2025-01-01 19:51:32.101220,6m,22m,27m,11m,28m,35m,26m,11m
P00691,2025-01-12 15:51:00,443m,14D,F12,LYS,AMS,2025-01-12 18:27:01.521850,2025-01-13 01:50:22.063418,5m,10m,20m,17m,24m,32m,36m,11m
P00692,2025-01-17 20:03:00,,8F,H3,BOD,CDG,2025-01-17 22:35:30.220474,2025-01-17 23:23:55.475888,7m,15m,IN (13m),,,,,
P00693,2025-01-03 11:07:00,60m,22F,G11,BOD,ORY,2025-01-03 12:33:12.717533,2025-01-03 13:33:32.847752,5m,10m,10m,6m,16m,18m,22m,5m
P00694,2025-01-13 09:15:00,323m,7B,E7,NCE,AMS,2025-01-13 11:32:24.325016,2025-01-13 16:55:13.307615,6m,21m,37m,9m,26m,24m,42m,9m
P00695,2025-01-05 16:08:00,65m,2D,F20,LYS,NCE,2025-01-05 18:39:30.790444,2025-01-05 19:44:36.378153,8m,10m,27m,3m,34m,33m,28m,20m
P00696,2025-01-18 19:06:00,333m,40B,B22,BOD,MAD,2025-01-18 22:03:12.615885,2025-01-19 03:35:51.864975,5m,24m,51m,18m,29m,31m,24m,10m
P00697,2025-01-11 01:06:00,380m,35B,H21,NCE,AMS,2025-01-11 03:07:14.963653,2025-01-11 09:27:14.846605,10m,19m,18m,13m,10m,26m,22m,7m
P00698,2025-01-21 15:14:00,76m,3E,F10,ORY,BOD,2025-01-21 17:07:13.782714,2025-01-21 18:22:45.975391,6m,15m,16m,7m,19m,19m,28m,7m
P00699,2025-01-06 07:09:00,,22B,A7,CDG,FRA,2025-01-06 10:10:21.584794,2025-01-06 17:12:53.605022,6m,23m,50m,IN (8m),,,,
P00700,2025-01-15 05:41:00,87m,30B,D30,LYS,NCE,2025-01-15 07:44:44.881591,2025-01-15 09:11:44.814731,6m,9m,13m,6m,34m,22m,17m,14m
P00701,2025-01-29 03:28:00,81m,40A,C7,BOD,NCE,2025-01-29 05:51:42.161400,2025-01-29 07:12:55.531413,10m,13m,22m,2m,16m,37m,22m,9m
P00702,2025-01-27 13:56:00,416m,17D,G8,NCE,DXB,2025-01-27 16:27:44.151684,2025-01-27 23:23:41.815698,9m,18m,31m,10m,14m,25m,27m,6m
P00703,2025-01-20 21:13:00,482m,39E,F19,CDG,DXB,2025-01-20 23:46:44.117691,2025-01-21 07:48:19.242360,12m,18m,28m,16m,22m,27m,38m,5m
P00704,2025-01-05 16:14:00,75m,39F,F6,NCE,BOD,2025-01-05 17:51:11.794639,2025-01-05 19:05:56.033140,8m,12m,22m,3m,11m,15m,11m,8m
P00705,2025-01-14 14:42:00,61m,9A,B17,ORY,CDG,2025-01-14 16:24:15.682299,2025-01-14 17:25:09.357458,3m,15m,21m,5m,12m,23m,24m,5m
P00706,2025-01-04 04:27:00,565m,28B,B24,NCE,JFK,2025-01-04 06:43:58.877318,2025-01-04 16:08:44.093075,6m,14m,23m,11m,18m,33m,35m,16m
P00707,2025-01-13 21:28:00,489m,5C,B5,CDG,FCO,2025-01-13 23:32:40.045123,2025-01-14 07:41:36.996289,5m,12m,18m,16m,21m,12m,26m,7m
P00708,2025-01-02 11:49:00,469m,27C,B30,LYS,AMS,2025-01-02 13:34:58.779199,2025-01-02 21:23:35.807091,3m,13m,30m,11m,18m,11m,26m,6m
P00709,2025-01-12 06:50:00,364m,9A,B26,ORY,FRA,2025-01-12 09:42:45.606197,2025-01-12 15:47:15.035858,11m,15m,34m,13m,29m,29m,67m,7m
P00710,2025-01-05 20:47:00,,36F,F27,LYS,BOD,2025-01-05 22:51:44.639710,2025-01-05 23:52:00.503757,6m,IN (8m),,,,,,
P00711,2025-01-04 05:12:00,77m,17C,E6,BOD,NCE,2025-01-04 07:51:39.740000,2025-01-04 09:08:11.814799,9m,12m,35m,5m,29m,32m,IN (4m),
P00712,2025-01-27 07:19:00,69m,31D,C7,ORY,CDG,2025-01-27 09:44:15.736664,2025-01-27 10:53:17.973510,5m,14m,49m,4m,26m,32m,22m,8m
P00713,2025-01-04 19:21:00,123m,1A,F2,CDG,NCE,2025-01-04 22:05:51.082376,2025-01-05 00:08:41.476580,9m,14m,25m,4m,26m,39m,32m,9m
P00714,2025-01-03 14:36:00,90m,9D,G29,LYS,CDG,2025-01-03 16:29:57.474854,2025-01-03 17:59:39.135806,5m,18m,20m,4m,20m,31m,29m,15m
P00715,2025-01-12 10:26:00,390m,12A,E4,ORY,DXB,2025-01-12 12:54:36.300203,2025-01-12 19:24:29.517868,7m,21m,31m,14m,8m,51m,24m,6m
P00716,2025-01-14 17:33:00,81m,29B,F28,LYS,CDG,2025-01-14 20:15:25.452826,2025-01-14 21:36:47.030616,8m,18m,20m,4m,32m,46m,15m,9m
P00717,2025-01-30 16:02:00,400m,22F,B7,NCE,JFK,2025-01-30 18:33:33.598492,2025-01-31 01:13:24.797856,5m,17m,31m,10m,21m,31m,38m,11m
P00718,2025-01-19 20:13:00,398m,10F,A11,CDG,MAD,2025-01-19 22:56:47.023151,2025-01-20 05:34:31.763551,15m,17m,29m,9m,27m,29m,119m,22m
P00719,2025-01-27 17:15:00,78m,26E,H4,CDG,LYS,2025-01-27 19:37:19.617866,2025-01-27 20:55:48.706885,8m,15m,18m,4m,22m,41m,38m,7m
P00720,2025-01-16 04:00:00,136m,4F,F24,CDG,NCE,2025-01-16 06:08:04.625553,2025-01-16 08:23:56.297440,10m,17m,16m,5m,38m,19m,22m,7m
P00721,2025-01-20 05:44:00,79m,4E,D18,NCE,CDG,2025-01-20 07:52:08.853014,2025-01-20 09:11:08.425451,5m,11m,22m,4m,15m,26m,12m,7m
P00722,2025-01-12 08:59:00,,6F,F30,BOD,FCO,2025-01-12 12:22:43.002551,2025-01-12 19:05:36.418160,8m,40m,26m,38m,23m,IN (16m),,
P00723,2025-01-25 11:02:00,54m,9A,A29,CDG,LYS,2025-01-25 13:04:44.602726,2025-01-25 13:58:34.451004,5m,19m,17m,5m,19m,39m,23m,7m
P00724,2025-01-03 18:50:00,78m,27D,C26,BOD,LYS,2025-01-03 21:19:54.595922,2025-01-03 22:38:11.414746,6m,14m,13m,5m,36m,42m,26m,8m
P00725,2025-01-26 05:10:00,,18D,G29,NCE,ORY,2025-01-26 07:21:41.303181,2025-01-26 08:11:44.477660,7m,12m,19m,IN (2m),,,,
P00726,2025-01-28 02:53:00,,38F,G17,NCE,CDG,2025-01-28 05:10:51.779744,2025-01-28 06:23:53.109748,3m,15m,10m,7m,13m,IN (30m),,
P00727,2025-01-06 03:15:00,,10E,E25,CDG,JFK,2025-01-06 05:34:48.240482,2025-01-06 13:57:44.326853,IN (3m),,,,,,,
P00728,2025-01-27 03:16:00,420m,1E,H17,NCE,FRA,2025-01-27 05:57:43.879816,2025-01-27 12:58:00.837726,6m,35m,36m,11m,27m,22m,IN (28m),
P00729,2025-01-17 07:46:00,378m,31D,H9,LYS,AMS,2025-01-17 10:33:07.313788,2025-01-17 16:50:42.171809,6m,15m,29m,14m,27m,35m,21m,6m
P00730,2025-01-12 07:28:00,428m,14A,B1,BOD,AMS,2025-01-12 10:10:54.458582,2025-01-12 17:19:20.873173,13m,29m,19m,15m,33m,28m,44m,12m
P00731,2025-01-30 04:26:00,,23E,G27,BOD,FRA,2025-01-30 06:37:36.883838,2025-01-30 14:52:45.254903,8m,IN (6m),,,,,,
P00732,2025-01-26 08:56:00,,7E,D18,NCE,CDG,2025-01-26 11:17:47.403966,2025-01-26 12:32:08.043002,11m,14m,26m,7m,IN (19m),,,
P00733,2025-01-04 03:26:00,55m,8D,A22,CDG,BOD,2025-01-04 05:14:16.272636,2025-01-04 06:09:14.762144,3m,22m,14m,7m,20m,22m,16m,14m
P00734,2025-01-10 03:35:00,68m,5D,B10,BOD,CDG,2025-01-10 05:44:35.446209,2025-01-10 06:52:49.916536,5m,21m,14m,4m,23m,19m,14m,IN (3m)
P00735,2025-01-25 11:40:00,434m,14C,C3,LYS,DXB,2025-01-25 14:22:24.969008,2025-01-25 21:36:53.434374,6m,16m,18m,17m,11m,47m,38m,11m
P00736,2025-01-19 11:24:00,547m,27B,H2,NCE,FRA,2025-01-19 13:21:17.385670,2025-01-19 22:28:21.201282,10m,16m,16m,10m,7m,19m,24m,7m
P00737,2025-01-07 08:21:00,81m,26A,B27,NCE,BOD,2025-01-07 10:09:50.010514,2025-01-07 11:30:59.998136,3m,13m,28m,6m,30m,17m,19m,9m
P00738,2025-01-29 15:30:00,77m,28B,C24,CDG,ORY,2025-01-29 17:36:37.958068,2025-01-29 18:53:44.197500,4m,14m,14m,3m,27m,23m,22m,6m
P00739,2025-01-02 14:25:00,565m,35F,B24,BOD,AMS,2025-01-02 16:22:41.823143,2025-01-03 01:48:05.133415,4m,16m,14m,12m,9m,15m,33m,7m
P00740,2025-01-18 16:54:00,613m,8B,C21,LYS,LHR,2025-01-18 18:55:24.984960,2025-01-19 05:08:46.897496,4m,16m,23m,12m,18m,31m,33m,13m
P00741,2025-01-01 13:15:00,502m,20E,C17,CDG,FRA,2025-01-01 15:52:51.321624,2025-01-02 00:14:50.882619,8m,13m,27m,17m,24m,26m,21m,9m
P00742,2025-01-05 13:01:00,,3E,D10,CDG,MAD,2025-01-05 15:04:48.724886,2025-01-05 20:33:11.481448,5m,22m,17m,30m,IN (15m),,,
P00743,2025-01-19 18:14:00,345m,29B,B24,ORY,DXB,2025-01-19 21:08:54.425710,2025-01-20 02:54:12.102198,19m,42m,44m,13m,21m,26m,66m,10m
P00744,2025-01-23 11:35:00,399m,13B,B28,ORY,MAD,2025-01-23 13:53:00.130770,2025-01-23 20:31:53.991877,6m,16m,17m,13m,13m,30m,22m,6m
P00745,2025-01-11 09:57:00,141m,27B,F20,NCE,LYS,2025-01-11 13:07:41.879881,2025-01-11 15:28:51.472439,8m,31m,22m,6m,49m,42m,26m,14m
P00746,2025-01-13 04:07:00,92m,19A,C27,LYS,ORY,2025-01-13 06:21:40.039133,2025-01-13 07:53:12.310528,6m,13m,35m,5m,19m,35m,13m,5m
P00747,2025-01-28 05:25:00,285m,32A,E25,ORY,LHR,2025-01-28 07:57:08.168896,2025-01-28 12:42:38.065957,4m,9m,26m,9m,26m,41m,34m,13m
P00748,2025-01-30 14:39:00,426m,28A,C13,ORY,MAD,2025-01-30 16:46:05.669934,2025-01-30 23:51:36.005045,8m,16m,20m,10m,13m,24m,34m,10m
P00749,2025-01-10 04:33:00,,32F,D24,BOD,FRA,2025-01-10 07:31:34.155296,2025-01-10 13:31:52.511100,9m,17m,16m,20m,15m,IN (32m),,
P00750,2025-01-09 13:04:00,435m,31A,C24,CDG,JFK,2025-01-09 14:49:14.123270,2025-01-09 22:04:43.939786,7m,14m,20m,12m,14m,22m,25m,13m
P00751,2025-01-29 21:17:00,80m,12B,E29,LYS,NCE,2025-01-29 23:27:29.598916,2025-01-30 00:47:18.660207,6m,9m,15m,3m,15m,41m,15m,9m
P00752,2025-01-13 08:09:00,381m,21D,C26,NCE,JFK,2025-01-13 09:54:05.324591,2025-01-13 16:15:33.848947,4m,14m,29m,10m,13m,21m,29m,9m
P00753,2025-01-07 02:47:00,389m,19A,E24,NCE,MAD,2025-01-07 05:12:36.362979,2025-01-07 11:41:44.813665,7m,30m,30m,19m,17m,26m,18m,14m
P00754,2025-01-20 17:41:00,,14B,H27,CDG,FCO,2025-01-20 20:16:16.029040,2025-01-21 01:04:31.704589,9m,28m,IN (15m),,,,,
P00755,2025-01-09 14:43:00,507m,6B,C27,BOD,DXB,2025-01-09 16:40:12.770459,2025-01-10 01:06:43.136202,9m,12m,17m,16m,23m,19m,22m,14m
P00756,2025-01-12 20:54:00,151m,38F,F4,NCE,LYS,2025-01-12 23:08:43.533574,2025-01-13 01:39:37.856447,9m,17m,26m,6m,19m,34m,34m,9m
P00757,2025-01-06 01:14:00,,8E,B19,BOD,JFK,2025-01-06 03:45:52.142826,2025-01-06 08:54:21.152110,8m,16m,28m,14m,25m,IN (7m),,
P00758,2025-01-19 12:11:00,488m,2B,C3,BOD,DXB,2025-01-19 14:37:52.563108,2025-01-19 22:45:23.997738,5m,20m,30m,13m,30m,39m,32m,6m
P00759,2025-01-19 11:13:00,68m,2C,B2,CDG,ORY,2025-01-19 13:23:54.190971,2025-01-19 14:31:45.926122,13m,14m,31m,4m,11m,34m,17m,6m
P00760,2025-01-18 20:59:00,420m,5F,H22,ORY,LHR,2025-01-18 23:42:35.052948,2025-01-19 06:42:43.220372,7m,20m,28m,21m,17m,24m,64m,12m
P00761,2025-01-19 06:42:00,437m,25B,H29,LYS,MAD,2025-01-19 09:23:44.246631,2025-01-19 16:41:02.380719,7m,14m,28m,15m,54m,18m,39m,7m
P00762,2025-01-18 15:10:00,84m,8A,E13,CDG,LYS,2025-01-18 17:46:00.922027,2025-01-18 19:10:02.419517,11m,7m,30m,7m,17m,72m,10m,10m
P00763,2025-01-10 11:53:00,446m,15F,B19,CDG,DXB,2025-01-10 13:47:29.412070,2025-01-10 21:13:21.906270,7m,14m,17m,12m,13m,11m,14m,6m
P00764,2025-01-27 10:09:00,348m,37E,G6,NCE,AMS,2025-01-27 12:14:02.919556,2025-01-27 18:01:39.776612,6m,15m,25m,16m,16m,12m,26m,6m
P00765,2025-01-19 18:42:00,241m,28C,H1,LYS,DXB,2025-01-19 22:14:13.712316,2025-01-20 02:15:23.147976,12m,39m,26m,17m,53m,48m,50m,10m
P00766,2025-01-07 11:28:00,85m,27C,D7,BOD,NCE,2025-01-07 14:01:42.962791,2025-01-07 15:27:00.262287,6m,19m,45m,6m,21m,30m,19m,18m
P00767,2025-01-19 06:59:00,95m,21E,D6,LYS,NCE,2025-01-19 10:06:25.181601,2025-01-19 11:41:48.255400,6m,29m,42m,10m,30m,36m,21m,12m
P00768,2025-01-08 01:08:00,322m,25A,F2,NCE,JFK,2025-01-08 03:18:34.550068,2025-01-08 08:41:03.337350,4m,12m,16m,11m,23m,27m,43m,11m
P00769,2025-01-10 17:34:00,385m,20F,H23,LYS,DXB,2025-01-10 20:15:00.838386,2025-01-11 02:40:03.040480,7m,10m,31m,14m,33m,39m,53m,IN (5m)
P00770,2025-01-02 17:45:00,118m,39E,F28,BOD,NCE,2025-01-02 19:57:43.602219,2025-01-02 21:55:50.501127,8m,10m,11m,6m,11m,42m,21m,16m
