passenger_id,airport,flight_type,entry_time,current_step,time_spent_current_step,active_users_in_step,avg_step_duration,target_time_remaining,event_observed
P00348,BOD,domestic,2025-01-16T06:48,3,10.69,45,18.76,9.09,1
P00349,LYS,domestic,2025-01-10T13:26,6,11.5,26,24.26,10.27,1
P00350,JFK,international,2025-01-17T09:42,1,2.3,37,6.5,8.07,1
P00351,MAD,international,2025-01-27T21:01,3,16.66,49,19.23,5.85,0
P00352,NCE,domestic,2025-01-09T08:08,1,2.04,28,5.31,1.37,0
P00353,FCO,international,2025-01-18T03:28,2,2.94,13,14.16,16.69,0
P00354,LYS,domestic,2025-01-16T05:02,3,9.96,26,12.15,11.22,1
P00355,AMS,international,2025-01-08T00:20,3,7.97,30,13.4,3.51,1
P00356,JFK,international,2025-01-03T01:34,2,3.45,18,15.63,2.75,0
P00357,FCO,international,2025-01-25T10:51,6,6.48,41,27.41,12.96,1
P00358,JFK,international,2025-01-03T14:26,8,31.88,26,36.06,19.02,1
P00359,CDG,domestic,2025-01-16T09:05,3,19.45,44,27.3,2.6,1
P00360,AMS,international,2025-01-25T01:59,8,11.72,31,27.23,14.11,1
P00361,DXB,international,2025-01-23T16:53,5,5.5,25,15.8,12.65,1
P00362,JFK,international,2025-01-05T14:27,2,10.34,20,19.72,5.96,1
P00363,ORY,domestic,2025-01-09T17:30,4,2.46,29,3.57,0.56,0
P00364,LYS,domestic,2025-01-10T03:37,3,30.09,44,23.23,14.95,1
P00365,AMS,international,2025-01-10T21:46,6,17.0,39,31.95,15.9,1
P00366,NCE,domestic,2025-01-03T07:38,5,6.71,47,15.44,7.12,1
P00367,CDG,domestic,2025-01-19T03:39,4,3.13,23,4.02,1.29,1
P00368,LHR,international,2025-01-16T02:59,7,146.6,71,380.04,218.58,1
P00369,ORY,domestic,2025-01-02T00:44,3,12.49,51,16.27,13.72,1
P00370,LYS,domestic,2025-01-21T05:32,4,1.21,23,3.24,1.76,1
P00371,NCE,domestic,2025-01-07T16:57,3,8.54,48,17.36,5.68,1
P00372,AMS,international,2025-01-30T21:09,4,2.25,21,8.13,13.41,1
P00373,FRA,international,2025-01-30T13:15,2,16.67,14,9.69,3.03,1
P00374,FRA,international,2025-01-26T02:14,6,3.93,37,37.3,33.3,1
P00375,LHR,international,2025-01-08T02:43,2,18.88,12,12.48,1.46,1
P00376,FRA,international,2025-01-18T17:07,2,20.41,16,21.96,1.08,0
P00377,JFK,international,2025-01-25T20:50,5,21.4,42,23.4,23.3,1
P00378,LYS,domestic,2025-01-17T23:25,6,3.87,18,17.87,13.86,1
P00379,FCO,international,2025-01-16T22:56,8,24.38,26,31.04,6.67,1
P00380,DXB,international,2025-01-09T00:39,9,5.13,17,7.15,1.08,1
P00381,FCO,international,2025-01-18T16:48,3,22.15,40,21.39,1.51,0
P00382,FRA,international,2025-01-01T18:17,6,10.4,38,52.74,7.52,1
P00383,AMS,international,2025-01-10T08:24,1,13.15,39,9.15,1.53,1
P00384,FRA,international,2025-01-01T10:40,8,23.55,31,25.33,34.27,1
P00385,NCE,domestic,2025-01-27T13:13,6,4.81,28,26.68,29.17,1
P00386,CDG,domestic,2025-01-02T06:12,1,1.59,31,6.57,3.36,0
P00387,AMS,international,2025-01-30T01:38,1,3.16,30,6.75,0.5,1
P00388,FRA,international,2025-01-20T22:20,9,7.11,16,8.35,5.15,1
P00389,FCO,international,2025-01-03T03:58,2,18.41,17,11.05,1.42,0
P00390,MAD,international,2025-01-18T12:16,3,24.03,43,15.53,17.85,1
P00391,FRA,international,2025-01-17T10:32,6,19.36,27,24.21,5.84,1
P00392,FCO,international,2025-01-06T13:12,3,8.52,35,21.54,5.13,0
P00393,NCE,domestic,2025-01-29T00:20,4,2.03,21,4.3,1.34,1
P00394,LYS,domestic,2025-01-01T03:25,1,6.27,28,7.98,1.58,1
P00395,BOD,domestic,2025-01-10T07:06,1,6.36,30,7.75,0.5,0
P00396,MAD,international,2025-01-10T03:08,9,6.01,22,8.0,5.43,1
P00397,FRA,international,2025-01-22T10:06,3,4.96,41,22.31,17.25,0
P00398,FRA,international,2025-01-13T00:27,1,2.58,24,4.7,2.26,1
P00399,FRA,international,2025-01-12T20:44,6,24.83,34,28.28,21.99,1
P00400,JFK,international,2025-01-09T00:34,7,202.13,70,373.52,237.74,1
P00401,BOD,domestic,2025-01-26T04:30,3,17.55,38,16.31,3.35,1
P00402,DXB,international,2025-01-23T14:48,2,14.86,20,15.3,5.06,1
P00403,FCO,international,2025-01-26T05:37,6,11.83,32,27.37,12.65,1
P00404,BOD,domestic,2025-01-17T02:24,1,3.97,28,4.67,4.07,1
P00405,LYS,domestic,2025-01-15T16:23,5,9.84,30,16.05,3.41,1
P00406,ORY,domestic,2025-01-01T02:22,5,15.18,43,29.12,12.5,1
P00407,MAD,international,2025-01-14T20:22,6,6.48,46,38.25,48.52,1
P00408,MAD,international,2025-01-06T10:12,5,7.34,34,15.72,7.43,1
P00409,JFK,international,2025-01-01T09:32,8,21.69,24,25.18,10.21,1
P00410,MAD,international,2025-01-19T03:40,3,4.78,41,20.6,9.24,1
P00411,FRA,international,2025-01-09T05:10,5,5.65,28,18.84,3.61,1
P00412,JFK,international,2025-01-29T03:38,3,2.07,32,14.54,19.09,1
P00413,CDG,domestic,2025-01-04T00:01,1,3.81,28,7.57,0.54,1
P00414,ORY,domestic,2025-01-15T10:51,1,8.12,24,6.29,0.57,0
P00415,FRA,international,2025-01-04T09:48,3,1.76,48,29.97,19.8,1
P00416,CDG,domestic,2025-01-25T16:52,7,71.66,78,89.15,25.96,1
P00417,DXB,international,2025-01-13T20:33,4,8.17,21,11.38,1.8,1
P00418,DXB,international,2025-01-22T21:19,9,1.97,14,9.51,3.13,1
P00419,JFK,international,2025-01-03T08:18,2,10.38,25,21.16,8.15,1
P00420,JFK,international,2025-01-24T10:02,4,0.9,19,11.19,7.08,1
P00421,BOD,domestic,2025-01-05T07:35,3,9.26,34,22.72,3.58,1
P00422,LYS,domestic,2025-01-28T00:25,6,2.71,36,18.9,30.06,1
P00423,CDG,domestic,2025-01-08T12:42,4,1.29,29,3.64,1.75,1
P00424,FCO,international,2025-01-11T11:32,4,8.53,26,12.76,4.74,1
P00425,CDG,domestic,2025-01-20T00:06,1,0.5,32,6.68,3.41,1
P00426,MAD,international,2025-01-14T22:48,3,7.0,31,14.09,5.62,0
P00427,AMS,international,2025-01-14T11:30,6,1.83,32,22.79,18.18,1
P00428,JFK,international,2025-01-26T10:59,5,8.04,39,19.35,7.82,1
P00429,JFK,international,2025-01-11T17:08,5,13.33,52,24.32,19.03,1
P00430,AMS,international,2025-01-09T14:35,3,1.3,47,20.41,20.49,1
P00431,NCE,domestic,2025-01-21T10:17,3,2.8,46,18.45,13.4,1
P00432,ORY,domestic,2025-01-12T20:43,8,1.83,50,27.73,24.03,1
P00433,MAD,international,2025-01-26T15:53,3,16.64,41,19.57,10.12,1
P00434,LHR,international,2025-01-04T07:00,2,8.52,21,26.01,8.47,0
P00435,ORY,domestic,2025-01-25T02:37,3,6.1,34,15.38,7.52,1
P00436,MAD,international,2025-01-21T14:56,6,4.47,34,44.07,16.63,1
P00437,JFK,international,2025-01-08T16:22,1,6.4,30,6.78,0.73,1
P00438,BOD,domestic,2025-01-07T02:26,3,19.44,35,16.47,3.65,1
P00439,LHR,international,2025-01-11T06:52,5,15.54,51,28.43,9.61,1
P00440,MAD,international,2025-01-23T09:34,1,7.87,34,10.7,7.03,1
P00441,NCE,domestic,2025-01-18T05:28,2,2.29,16,13.06,6.42,1
P00442,ORY,domestic,2025-01-23T16:50,4,0.5,21,3.37,1.72,1
P00443,FCO,international,2025-01-21T20:56,3,11.91,48,31.33,3.35,1
P00444,NCE,domestic,2025-01-18T05:52,3,12.21,52,15.21,1.7,1
P00445,NCE,domestic,2025-01-20T14:17,2,9.81,23,12.2,6.44,1
P00446,JFK,international,2025-01-07T15:41,6,21.44,25,23.27,30.54,1
P00447,MAD,international,2025-01-02T06:59,4,16.38,32,25.15,2.29,1
P00448,JFK,international,2025-01-16T18:55,3,1.07,47,29.32,17.73,1
P00449,DXB,international,2025-01-12T21:29,7,129.43,82,503.91,567.67,1
P00450,FCO,international,2025-01-06T15:21,2,1.85,20,12.08,9.87,1
P00451,LHR,international,2025-01-16T01:19,2,12.13,15,15.25,1.66,1
P00452,NCE,domestic,2025-01-06T09:02,3,19.06,38,23.73,1.31,1
P00453,BOD,domestic,2025-01-26T04:11,3,7.02,58,21.62,9.6,1
P00454,DXB,international,2025-01-18T00:25,3,4.37,49,24.69,3.57,1
P00455,AMS,international,2025-01-27T14:44,3,12.3,43,18.47,11.86,1
P00456,ORY,domestic,2025-01-25T01:59,8,1.84,30,18.71,16.9,1
P00457,LHR,international,2025-01-24T13:15,3,19.11,29,24.26,1.46,1
P00458,CDG,domestic,2025-01-02T12:36,1,2.76,32,4.51,1.77,1
P00459,DXB,international,2025-01-03T21:30,7,74.43,61,507.42,501.77,1
P00460,FRA,international,2025-01-15T12:38,3,8.68,42,24.69,0.63,0
P00461,MAD,international,2025-01-08T02:58,6,3.74,24,26.9,36.84,1
P00462,LHR,international,2025-01-10T23:19,5,12.72,36,12.51,2.07,0
P00463,LYS,domestic,2025-01-23T14:36,1,5.24,28,5.85,0.5,1
P00464,LYS,domestic,2025-01-21T16:38,2,0.58,9,8.3,2.69,0
P00465,DXB,international,2025-01-05T23:06,3,1.65,30,16.01,17.98,1
P00466,ORY,domestic,2025-01-28T10:25,4,0.5,22,4.13,3.6,1
P00467,AMS,international,2025-01-18T15:02,1,1.94,25,7.55,9.17,1
P00468,LHR,international,2025-01-06T01:03,2,10.44,21,16.78,7.89,0
P00469,FCO,international,2025-01-16T04:39,5,6.99,46,16.93,8.33,0
P00470,MAD,international,2025-01-20T15:46,6,21.57,28,33.69,7.94,1
P00471,FCO,international,2025-01-10T07:15,3,31.83,46,27.01,10.25,1
P00472,MAD,international,2025-01-30T13:00,5,14.95,25,13.31,0.92,1
P00473,LHR,international,2025-01-23T17:25,1,6.22,27,8.9,22.65,1
P00474,BOD,domestic,2025-01-11T16:38,3,9.78,48,18.28,13.72,1
P00475,LHR,international,2025-01-11T03:29,5,4.32,31,14.8,7.7,1
P00476,DXB,international,2025-01-05T06:43,5,6.28,55,28.17,14.69,1
P00477,AMS,international,2025-01-12T01:39,6,40.02,45,27.49,5.88,1
P00478,BOD,domestic,2025-01-22T15:38,6,3.07,42,28.71,14.16,1
P00479,CDG,domestic,2025-01-02T19:52,1,9.15,44,12.69,5.25,1
P00480,LYS,domestic,2025-01-10T04:50,5,3.01,30,20.8,8.38,1
P00481,JFK,international,2025-01-07T13:29,9,4.33,19,6.7,5.96,1
P00482,LYS,domestic,2025-01-12T06:12,3,14.11,47,25.28,5.86,1
P00483,AMS,international,2025-01-04T18:35,2,3.75,24,31.66,44.24,1
P00484,DXB,international,2025-01-10T18:20,1,9.75,34,13.17,1.02,1
P00485,NCE,domestic,2025-01-25T15:47,6,4.59,27,33.83,15.04,1
P00486,AMS,international,2025-01-13T00:02,9,4.45,24,10.2,7.68,1
P00487,LYS,domestic,2025-01-19T12:43,5,26.56,44,25.43,13.27,1
P00488,DXB,international,2025-01-06T03:26,1,1.95,28,6.31,0.5,0
P00489,LHR,international,2025-01-03T10:49,9,3.23,14,13.01,5.61,1
P00490,NCE,domestic,2025-01-18T12:01,5,15.19,41,22.66,3.24,1
P00491,FRA,international,2025-01-26T04:06,1,2.78,19,8.3,4.0,1
P00492,NCE,domestic,2025-01-16T17:33,1,1.36,24,5.72,2.46,0
P00493,MAD,international,2025-01-02T06:45,3,10.91,63,28.67,2.6,1
P00494,FRA,international,2025-01-28T05:15,3,7.07,41,26.32,5.91,1
P00495,DXB,international,2025-01-22T14:55,3,4.41,48,17.28,7.66,1
P00496,AMS,international,2025-01-21T08:16,1,3.33,37,8.4,8.59,0
P00497,CDG,domestic,2025-01-18T21:06,1,1.33,31,6.34,1.62,0
P00498,AMS,international,2025-01-05T22:52,6,6.43,29,30.47,13.96,1
P00499,MAD,international,2025-01-18T00:13,5,13.27,45,17.84,10.13,1
P00500,CDG,domestic,2025-01-18T01:36,5,2.19,38,24.43,21.54,1
P00501,ORY,domestic,2025-01-05T10:34,5,4.16,41,16.57,8.43,1
P00502,NCE,domestic,2025-01-26T15:24,3,1.74,45,14.54,5.83,0
P00503,ORY,domestic,2025-01-06T09:23,6,2.08,46,36.8,14.81,1
P00504,BOD,domestic,2025-01-24T04:32,2,7.03,13,14.25,1.07,0
P00505,FRA,international,2025-01-29T06:10,5,12.54,40,24.32,2.53,1
P00506,LHR,international,2025-01-27T23:42,6,23.44,33,34.24,37.33,1
P00507,FCO,international,2025-01-20T04:41,7,277.06,76,468.37,244.73,1
P00508,MAD,international,2025-01-24T16:00,1,1.33,25,5.33,11.12,1
P00509,FRA,international,2025-01-24T01:22,6,15.39,20,26.85,5.47,0
P00510,DXB,international,2025-01-19T23:55,7,589.18,103,496.14,91.42,1
P00511,JFK,international,2025-01-23T03:44,5,9.12,40,17.38,14.1,1
P00512,FCO,international,2025-01-29T22:25,9,3.22,14,9.92,4.95,1
P00513,JFK,international,2025-01-23T11:50,1,6.5,26,5.16,2.53,1
P00514,BOD,domestic,2025-01-08T15:26,6,7.19,33,30.86,19.59,1
P00515,MAD,international,2025-01-12T23:53,3,9.84,45,21.8,3.94,1
P00516,AMS,international,2025-01-30T02:47,1,3.19,23,6.3,2.02,1
P00517,AMS,international,2025-01-24T14:31,4,6.25,25,11.07,2.88,1
P00518,AMS,international,2025-01-23T15:27,6,9.78,29,22.81,20.75,1
P00519,ORY,domestic,2025-01-15T17:18,3,4.5,56,36.62,11.97,1
P00520,FRA,international,2025-01-06T08:01,4,3.48,24,14.93,3.33,1
P00521,ORY,domestic,2025-01-20T13:37,7,14.84,86,74.78,91.11,1
P00522,CDG,domestic,2025-01-14T10:14,6,15.14,35,32.64,12.44,1
P00523,JFK,international,2025-01-12T19:49,1,3.37,31,13.4,7.49,1
P00524,LYS,domestic,2025-01-22T10:33,6,8.54,31,25.5,25.45,1
P00525,AMS,international,2025-01-15T03:47,1,2.78,32,12.38,2.61,1
P00526,LHR,international,2025-01-26T10:44,1,1.35,40,11.31,6.38,1
P00527,DXB,international,2025-01-18T07:00,9,4.99,41,13.42,11.91,1
P00528,CDG,domestic,2025-01-05T16:51,6,4.03,42,35.92,15.88,1
P00529,MAD,international,2025-01-20T05:56,2,4.53,22,19.61,12.5,1
P00530,ORY,domestic,2025-01-10T19:10,6,2.75,37,34.42,24.41,1
P00531,DXB,international,2025-01-16T10:59,3,2.75,39,23.74,20.57,1
P00532,LYS,domestic,2025-01-02T05:22,6,11.81,45,23.76,3.54,1
P00533,MAD,international,2025-01-11T08:16,5,25.13,45,25.91,6.49,1
P00534,FCO,international,2025-01-05T12:49,4,7.12,24,18.06,0.64,1
P00535,BOD,domestic,2025-01-02T20:40,3,9.14,58,24.21,9.19,1
P00536,AMS,international,2025-01-25T23:17,1,0.5,35,7.62,2.77,0
P00537,ORY,domestic,2025-01-04T20:07,2,5.65,21,24.23,21.71,1
P00538,MAD,international,2025-01-27T08:49,8,30.99,37,37.62,40.53,1
P00539,NCE,domestic,2025-01-18T02:18,4,4.44,10,4.55,1.01,1
P00540,DXB,international,2025-01-08T05:41,7,96.19,93,330.08,412.58,1
P00541,FRA,international,2025-01-01T06:55,8,8.43,39,29.06,30.84,1
P00542,MAD,international,2025-01-05T02:34,2,2.86,16,21.24,10.94,0
P00543,CDG,domestic,2025-01-21T01:35,5,7.82,23,17.88,7.67,0
P00544,MAD,international,2025-01-04T13:08,7,237.59,70,457.82,10.44,0
P00545,LHR,international,2025-01-07T22:50,6,21.53,33,22.87,2.17,0
P00546,NCE,domestic,2025-01-13T05:56,2,2.45,21,10.8,13.36,1
P00547,NCE,domestic,2025-01-26T05:55,2,1.93,21,13.46,6.82,1
P00548,DXB,international,2025-01-29T09:31,3,6.15,48,18.88,1.79,1
P00549,LHR,international,2025-01-17T10:49,1,2.45,30,4.63,1.96,1
P00550,JFK,international,2025-01-02T17:38,3,6.64,57,34.98,8.72,1
P00551,CDG,domestic,2025-01-30T10:20,4,1.11,18,2.98,3.74,1
P00552,MAD,international,2025-01-02T01:08,1,0.54,20,11.15,5.51,1
P00553,JFK,international,2025-01-02T12:08,4,6.71,21,17.53,3.47,1
P00554,ORY,domestic,2025-01-15T06:37,4,1.48,30,5.37,1.86,1
P00555,MAD,international,2025-01-20T02:43,3,11.31,41,17.69,1.73,1
P00556,JFK,international,2025-01-15T14:56,5,10.35,46,26.66,6.18,1
P00557,FRA,international,2025-01-08T22:30,5,3.89,37,24.58,12.73,1
P00558,LYS,domestic,2025-01-29T17:07,7,71.27,80,89.23,32.93,1
P00559,DXB,international,2025-01-06T00:40,2,1.27,21,18.68,14.21,1
P00560,DXB,international,2025-01-14T09:22,2,23.31,37,19.73,5.65,1
P00561,MAD,international,2025-01-16T17:16,8,30.51,34,38.14,9.3,1
P00562,ORY,domestic,2025-01-28T14:29,6,16.98,21,27.59,3.89,1
P00563,ORY,domestic,2025-01-27T03:39,4,3.59,19,5.02,3.74,1
P00564,FRA,international,2025-01-21T14:36,2,11.83,26,8.59,16.84,1
P00565,MAD,international,2025-01-26T17:54,3,13.81,56,22.18,6.13,1
P00566,FRA,international,2025-01-12T21:03,8,22.11,24,22.61,3.09,1
P00567,ORY,domestic,2025-01-13T22:37,4,2.05,20,3.3,0.91,0
P00568,AMS,international,2025-01-16T02:55,7,442.99,71,349.53,205.19,1
P00569,LHR,international,2025-01-25T11:06,7,93.53,77,451.25,360.51,1
P00570,NCE,domestic,2025-01-22T23:38,1,4.93,22,6.82,1.08,0
P00571,ORY,domestic,2025-01-03T12:35,6,12.4,38,33.65,7.15,1
P00572,LHR,international,2025-01-06T12:29,2,9.08,20,16.11,1.73,1
P00573,MAD,international,2025-01-08T01:55,1,1.97,27,7.07,9.42,1
P00574,NCE,domestic,2025-01-01T20:51,7,39.59,99,83.44,5.93,1
P00575,CDG,domestic,2025-01-16T11:14,6,9.2,32,18.13,9.51,1
P00576,LHR,international,2025-01-21T19:24,6,41.91,43,23.32,18.51,1
P00577,DXB,international,2025-01-19T22:53,3,7.63,55,34.45,5.95,1
P00578,BOD,domestic,2025-01-26T10:08,6,12.96,27,27.84,5.26,1
P00579,BOD,domestic,2025-01-09T23:47,5,17.42,35,21.0,2.15,0
P00580,NCE,domestic,2025-01-08T01:37,5,1.42,37,19.37,14.95,1
P00581,DXB,international,2025-01-01T03:33,6,14.22,28,32.23,5.85,1
P00582,CDG,domestic,2025-01-06T08:34,2,2.51,27,22.48,31.58,1
P00583,JFK,international,2025-01-16T04:07,5,12.57,36,17.75,2.16,1
P00584,CDG,domestic,2025-01-04T23:08,4,4.05,14,3.93,0.85,1
P00585,AMS,international,2025-01-14T20:29,7,201.03,121,608.32,179.63,0
P00586,FRA,international,2025-01-05T14:55,7,261.23,97,500.17,152.98,1
P00587,CDG,domestic,2025-01-13T23:15,6,8.32,34,22.75,31.26,1
P00588,AMS,international,2025-01-29T17:52,3,10.86,36,23.69,8.18,0
P00589,CDG,domestic,2025-01-25T17:34,7,9.23,123,169.43,147.02,1
P00590,ORY,domestic,2025-01-04T17:21,3,11.05,65,35.78,27.03,1
P00591,FRA,international,2025-01-12T16:47,1,3.61,31,8.14,1.12,1
P00592,CDG,domestic,2025-01-21T15:37,6,9.34,34,20.1,1.83,0
P00593,FRA,international,2025-01-18T23:44,4,7.66,23,13.02,5.32,1
P00594,ORY,domestic,2025-01-21T07:50,7,109.4,111,115.99,31.65,1
P00595,JFK,international,2025-01-20T12:14,5,12.61,44,14.32,1.37,0
P00596,LYS,domestic,2025-01-14T13:01,3,11.21,48,20.05,9.09,1
P00597,JFK,international,2025-01-22T08:13,6,31.89,36,31.42,20.33,1
P00598,LHR,international,2025-01-04T10:25,5,23.68,43,12.47,5.17,1
P00599,LHR,international,2025-01-13T20:10,3,9.93,54,26.85,6.6,0
P00600,LHR,international,2025-01-19T13:05,7,718.0,87,384.57,38.03,0
P00601,DXB,international,2025-01-10T01:27,1,1.66,21,5.28,1.51,1
P00602,MAD,international,2025-01-01T07:01,3,22.67,53,23.24,16.28,1
P00603,JFK,international,2025-01-11T11:25,3,11.84,44,20.4,13.45,1
P00604,BOD,domestic,2025-01-25T04:50,6,16.99,32,26.61,6.12,0
P00605,BOD,domestic,2025-01-08T20:18,3,10.82,44,24.83,6.67,1
P00606,BOD,domestic,2025-01-12T11:41,5,15.44,47,19.75,2.8,1
P00607,FRA,international,2025-01-23T04:01,3,4.28,38,25.08,14.92,1
P00608,LHR,international,2025-01-09T08:54,1,3.32,32,11.17,1.29,1
P00609,BOD,domestic,2025-01-08T15:16,7,36.34,67,76.92,15.54,1
P00610,LYS,domestic,2025-01-30T13:57,8,7.06,27,15.16,3.2,1
P00611,LYS,domestic,2025-01-18T05:09,2,2.86,21,12.8,5.49,1
P00612,LHR,international,2025-01-04T16:08,5,5.12,47,30.2,8.89,1
P00613,JFK,international,2025-01-27T15:39,6,6.81,30,31.11,8.91,1
P00614,CDG,domestic,2025-01-12T23:24,2,4.79,19,12.81,0.5,0
P00615,CDG,domestic,2025-01-26T07:36,6,55.18,49,52.82,3.61,1
P00616,AMS,international,2025-01-15T01:42,7,150.94,92,425.22,348.44,1
P00617,LYS,domestic,2025-01-17T08:00,2,12.05,24,14.68,0.95,1
P00618,AMS,international,2025-01-06T01:06,8,16.51,27,26.74,39.7,1
P00619,MAD,international,2025-01-24T18:34,6,17.86,37,43.06,12.63,1
P00620,NCE,domestic,2025-01-22T06:22,4,1.23,22,3.72,2.09,1
P00621,MAD,international,2025-01-07T12:54,5,8.09,35,20.87,13.45,1
P00622,LYS,domestic,2025-01-06T20:54,6,23.05,37,27.41,2.03,1
P00623,CDG,domestic,2025-01-25T01:18,1,6.01,33,6.94,0.93,1
P00624,MAD,international,2025-01-01T21:20,6,11.52,25,24.86,8.04,1
P00625,LHR,international,2025-01-08T00:01,1,5.19,26,8.82,2.27,1
P00626,LHR,international,2025-01-16T00:50,9,6.17,14,7.03,3.94,0
P00627,FRA,international,2025-01-25T00:01,2,15.41,32,18.46,7.22,0
P00628,ORY,domestic,2025-01-07T09:42,2,8.07,16,12.04,12.43,1
P00629,CDG,domestic,2025-01-02T03:00,7,44.9,72,77.95,63.03,1
P00630,DXB,international,2025-01-12T03:00,6,11.39,29,22.65,5.19,1
P00631,DXB,international,2025-01-12T11:05,9,6.37,20,11.09,1.82,1
P00632,AMS,international,2025-01-07T04:02,2,9.66,21,14.26,10.39,1
P00633,NCE,domestic,2025-01-19T11:29,2,5.54,16,13.53,14.2,1
P00634,LHR,international,2025-01-11T23:32,3,13.8,42,14.81,10.16,1
P00635,DXB,international,2025-01-09T15:38,1,5.23,27,9.28,11.54,1
P00636,JFK,international,2025-01-12T23:23,5,5.98,33,19.93,12.22,1
P00637,BOD,domestic,2025-01-19T10:07,6,13.1,41,28.96,5.57,1
P00638,AMS,international,2025-01-22T01:56,9,8.37,16,7.36,3.26,1
P00639,LYS,domestic,2025-01-11T10:46,6,15.55,36,27.38,6.79,1
P00640,BOD,domestic,2025-01-18T20:04,1,4.2,34,6.21,0.57,1
P00641,CDG,domestic,2025-01-07T01:36,2,5.35,16,11.69,2.97,1
P00642,FCO,international,2025-01-13T07:21,1,9.67,33,8.39,4.69,1
P00643,MAD,international,2025-01-02T00:58,5,10.45,24,14.76,5.81,1
P00644,NCE,domestic,2025-01-06T22:14,2,11.92,13,12.21,3.86,0
P00645,DXB,international,2025-01-20T08:58,6,18.48,38,41.25,19.71,1
P00646,JFK,international,2025-01-19T00:43,9,8.78,22,6.23,2.8,1
P00647,FRA,international,2025-01-21T12:54,3,3.22,42,17.88,30.34,1
P00648,CDG,domestic,2025-01-02T03:41,3,4.39,44,17.34,7.41,1
P00649,LHR,international,2025-01-11T15:45,6,9.03,40,25.52,28.67,0
P00650,LYS,domestic,2025-01-19T20:46,3,2.49,60,28.36,11.33,1
P00651,LYS,domestic,2025-01-12T15:26,5,12.8,44,20.3,11.43,1
P00652,BOD,domestic,2025-01-14T05:32,2,10.5,17,9.72,16.73,0
P00653,JFK,international,2025-01-22T00:53,8,36.52,30,32.47,3.12,1
P00654,BOD,domestic,2025-01-12T10:22,5,13.99,49,21.54,8.28,1
P00655,LYS,domestic,2025-01-19T21:04,3,5.56,27,27.32,6.05,1
P00656,LHR,international,2025-01-02T16:43,4,2.7,21,12.39,12.54,1
P00657,JFK,international,2025-01-11T19:45,1,6.19,38,11.48,0.91,1
P00658,LHR,international,2025-01-06T07:09,1,4.86,27,6.83,6.36,1
P00659,LYS,domestic,2025-01-16T02:51,4,0.9,18,2.94,2.66,1
P00660,MAD,international,2025-01-24T22:57,3,6.74,38,14.45,17.39,1
P00661,MAD,international,2025-01-23T13:48,2,3.23,22,15.7,20.58,1
P00662,JFK,international,2025-01-18T16:58,1,1.75,24,7.58,4.0,1
P00663,LHR,international,2025-01-28T19:58,6,15.37,47,42.41,8.03,0
P00664,AMS,international,2025-01-20T20:29,2,15.53,23,22.95,9.2,1
P00665,ORY,domestic,2025-01-09T10:02,8,9.65,30,17.07,1.5,0
P00666,FCO,international,2025-01-19T13:46,1,6.31,29,5.68,2.07,1
P00667,JFK,international,2025-01-12T09:17,4,13.37,32,14.95,2.04,1
P00668,DXB,international,2025-01-16T01:23,2,0.93,21,15.07,12.45,1
P00669,FCO,international,2025-01-21T17:51,4,6.29,27,9.12,6.25,1
P00670,FCO,international,2025-01-10T08:41,7,562.59,113,567.15,386.34,1
P00671,JFK,international,2025-01-02T20:53,3,15.44,42,28.21,26.68,1
P00672,DXB,international,2025-01-21T16:34,3,1.28,42,21.13,8.66,1
P00673,JFK,international,2025-01-07T06:26,3,7.74,34,24.08,6.45,1
P00674,MAD,international,2025-01-29T07:35,5,28.09,42,23.64,14.16,1
P00675,CDG,domestic,2025-01-27T21:56,1,4.08,33,4.04,0.56,0
P00676,CDG,domestic,2025-01-09T00:18,9,0.5,25,9.51,5.39,1
P00677,FCO,international,2025-01-13T13:18,1,1.94,30,9.25,2.41,1
P00678,AMS,international,2025-01-12T12:30,3,10.98,53,26.37,0.75,1
P00679,JFK,international,2025-01-24T21:31,6,10.15,34,32.62,14.43,1
P00680,NCE,domestic,2025-01-24T13:09,6,12.08,33,28.33,12.25,0
P00681,BOD,domestic,2025-01-19T13:50,1,1.95,30,4.78,1.5,1
P00682,AMS,international,2025-01-04T17:38,2,7.13,21,20.88,14.13,1
P00683,LYS,domestic,2025-01-15T05:08,6,16.11,24,22.63,13.4,1
P00684,BOD,domestic,2025-01-23T11:18,5,1.12,35,17.58,4.31,1
P00685,LYS,domestic,2025-01-17T23:07,9,2.02,22,8.22,2.4,1
P00686,BOD,domestic,2025-01-28T15:55,3,4.96,36,21.76,14.69,1
P00687,FCO,international,2025-01-08T13:51,4,5.33,23,13.94,6.93,1
P00688,JFK,international,2025-01-05T00:11,6,15.3,36,21.09,25.99,0
P00689,NCE,domestic,2025-01-18T20:43,3,5.5,59,27.5,29.72,1
P00690,BOD,domestic,2025-01-02T03:35,2,8.02,18,14.05,3.2,1
P00691,FRA,international,2025-01-18T19:35,6,21.69,55,37.76,12.73,1
P00692,MAD,international,2025-01-28T14:08,3,2.55,38,20.37,31.34,1
P00693,JFK,international,2025-01-21T06:44,1,8.94,25,8.84,0.67,1
P00694,AMS,international,2025-01-20T07:23,3,11.54,41,17.44,38.35,1
P00695,MAD,international,2025-01-08T09:05,5,7.49,40,24.67,20.75,1
P00696,AMS,international,2025-01-29T03:46,2,4.55,16,20.83,10.92,1
P00697,LHR,international,2025-01-23T16:27,3,3.23,37,15.13,15.82,1
